Número de candidatos votados - prefeito
Sigla;Código;Município;2004;2008;2012;2016;2020;
RS;4313334;Nova Ramada;2;2;2;2;2;
RS;4313359;Nova Roma do Sul;2;2;2;2;2;
RS;4313375;Nova Santa Rita;3;5;4;4;4;
RS;4313391;Novo Cabrais;2;2;;3;3;
RS;4313409;Novo Hamburgo;6;3;;;4;
RS;4313425;Novo Machado;2;2;2;2;2;
RS;4313441;Novo Tiradentes;3;2;2;2;2;
RS;4313466;Novo Xingu;2;2;2;2;2;
RS;4313490;Novo Barreiro;2;3;2;1;2;
RS;4313508;Osório;4;3;2;2;3;
RS;4313607;Paim Filho;2;2;2;2;2;
RS;4313656;Palmares do Sul;5;3;5;;5;
RS;4313706;Palmeira das Missões;2;3;3;2;3;
RS;4313805;Palmitinho;2;2;2;2;3;
RS;4313904;Panambi;3;3;3;3;3;
RS;4313953;Pantano Grande;3;2;3;3;2;
RS;4314001;Paraí;2;2;2;3;2;
RS;4314027;Paraíso do Sul;2;2;3;2;2;
RS;4314035;Pareci Novo;2;2;2;2;2;
RS;4314050;Parobé;4;3;3;;3;
RS;4314068;Passa Sete;2;2;2;2;3;
RS;4314076;Passo do Sobrado;3;2;2;3;4;
RS;4314100;Passo Fundo;6;4;5;5;7;
RS;4314134;Paulo Bento;2;2;2;3;2;
RS;4314159;Paverama;2;2;2;3;2;
RS;4314175;Pedras Altas;2;2;3;2;2;
RS;4314209;Pedro Osório;3;3;3;3;2;
RS;4314308;Pejuçara;2;1;2;1;2;
RS;4314407;Pelotas;7;9;5;;11;
RS;4314423;Picada Café;2;2;3;2;3;
RS;4314456;Pinhal;1;2;2;1;2;
RS;4314464;Pinhal da Serra;3;3;2;2;2;
RS;4314472;Pinhal Grande;2;2;2;2;2;
RS;4314498;Pinheirinho do Vale;2;1;2;3;2;
RS;4314506;Pinheiro Machado;3;3;;3;2;
RS;4314548;Pinto Bandeira;;;;;;
RS;4314555;Pirapó;2;2;2;2;2;
RS;4314605;Piratini;3;2;2;3;4;
RS;4314704;Planalto;2;2;2;2;4;
RS;4314753;Poço das Antas;2;2;2;2;2;
RS;4314779;Pontão;2;2;2;2;3;
RS;4314787;Ponte Preta;2;2;2;2;2;
RS;4314803;Portão;3;4;4;3;3;
RS;4314902;Porto Alegre;9;8;7;9;11;
RS;4315008;Porto Lucena;2;2;2;2;2;
RS;4315057;Porto Mauá;2;2;2;1;2;
RS;4315073;Porto Vera Cruz;2;2;1;2;1;
RS;4315107;Porto Xavier;3;2;2;2;2;
RS;4315131;Pouso Novo;3;2;2;3;2;
RS;4315149;Presidente Lucena;2;2;2;2;3;
RS;4315156;Progresso;2;2;2;2;2;
RS;4315172;Protásio Alves;2;2;2;1;1;
RS;4315206;Putinga;2;2;2;1;1;
RS;4315305;Quaraí;2;2;5;2;3;
RS;4315313;Quatro Irmãos;2;2;2;2;2;
RS;4315321;Quevedos;2;2;1;2;2;
RS;4315354;Quinze de Novembro;1;2;1;3;1;
RS;4315404;Redentora;2;2;2;2;3;
RS;4315453;Relvado;2;2;2;2;3;
RS;4315503;Restinga Seca;3;2;2;2;2;
RS;4315552;Rio dos Índios;2;2;2;2;2;
RS;4315602;Rio Grande;3;5;5;;8;
RS;4315701;Rio Pardo;3;2;2;3;4;
RS;4315750;Riozinho;2;2;2;;2;
RS;4315800;Roca Sales;2;3;3;5;3;
RS;4315909;Rodeio Bonito;2;2;2;1;2;
RS;4315958;Rolador;2;2;2;2;3;
RS;4316006;Rolante;3;1;3;2;3;
RS;4316105;Ronda Alta;2;2;2;2;3;
RS;4316204;Rondinha;2;2;3;2;1;
RS;4316303;Roque Gonzales;2;2;2;2;2;
RS;4316402;Rosário do Sul;4;3;4;4;7;
RS;4316428;Sagrada Família;1;2;2;2;1;
RS;4316436;Saldanha Marinho;2;2;3;2;2;
RS;4316451;Salto do Jacuí;3;3;3;;3;
RS;4316477;Salvador das Missões;2;2;2;2;2;
RS;4316501;Salvador do Sul;2;2;3;2;2;
RS;4316600;Sananduva;2;2;2;2;2;
RS;4316709;Santa Bárbara do Sul;2;2;2;2;1;
RS;4316733;Santa Cecília do Sul;2;2;2;2;1;
RS;4316758;Santa Clara do Sul;2;2;2;2;2;
RS;4316808;Santa Cruz do Sul;4;4;3;;7;
RS;4316907;Santa Maria;4;3;5;8;6;
RS;4316956;Santa Maria do Herval;2;2;2;2;2;
RS;4316972;Santa Margarida do Sul;2;2;2;3;2;
RS;4317004;Santana da Boa Vista;4;3;3;3;4;
RS;4317103;Santana do Livramento;5;5;6;5;7;
RS;4317202;Santa Rosa;3;3;3;3;4;
RS;4317251;Santa Tereza;2;3;2;2;2;
RS;4317301;Santa Vitória do Palmar;3;3;3;;3;
RS;4317400;Santiago;2;4;3;3;3;
RS;4317509;Santo Ângelo;4;2;3;4;5;
RS;4317558;Santo Antônio do Palma;2;2;2;2;2;
RS;4317608;Santo Antônio da Patrulha;2;2;2;4;3;
RS;4317707;Santo Antônio das Missões;2;3;3;3;2;
RS;4317756;Santo Antônio do Planalto;2;2;2;1;3;
RS;4317806;Santo Augusto;3;2;2;2;3;
RS;4317905;Santo Cristo;2;2;1;2;2;
RS;4317954;Santo Expedito do Sul;2;2;2;3;2;
RS;4318002;São Borja;3;3;3;2;3;
RS;4318051;São Domingos do Sul;3;2;2;3;2;
RS;4318101;São Francisco de Assis;3;2;2;4;2;
RS;4318200;São Francisco de Paula;4;2;3;;3;
RS;4318309;São Gabriel;4;2;3;3;3;
RS;4318408;São Jerônimo;3;4;2;3;5;
RS;4318424;São João da Urtiga;2;2;1;2;2;
RS;4318432;São João do Polêsine;2;2;2;2;1;
RS;4318440;São Jorge;2;3;2;2;2;
RS;4318457;São José das Missões;3;2;2;1;2;
RS;4318465;São José do Herval;2;2;2;1;2;
RS;4318481;São José do Hortêncio;2;2;2;2;3;
RS;4318499;São José do Inhacorá;2;2;1;2;2;
RS;4318507;São José do Norte;4;3;3;3;4;
RS;4318606;São José do Ouro;3;2;3;1;2;
RS;4318614;São José do Sul;2;1;3;2;2;
RS;4318622;São José dos Ausentes;2;2;2;2;1;
RS;4318705;São Leopoldo;5;2;3;6;4;
RS;4318804;São Lourenço do Sul;3;3;2;2;6;
RS;4318903;São Luiz Gonzaga;3;4;3;4;2;
RS;4319000;São Marcos;3;2;3;4;3;
RS;4319109;São Martinho;3;2;2;2;2;
RS;4319125;São Martinho da Serra;2;2;2;2;3;
RS;4319158;São Miguel das Missões;2;2;2;2;2;
RS;4319208;São Nicolau;2;2;2;2;3;
RS;4319307;São Paulo das Missões;2;2;2;2;2;
RS;4319356;São Pedro da Serra;2;3;3;2;2;
RS;4319364;São Pedro das Missões;2;2;3;1;2;
RS;4319372;São Pedro do Butiá;2;1;2;2;2;
RS;4319406;São Pedro do Sul;3;2;4;2;3;
RS;4319505;São Sebastião do Caí;2;4;3;3;2;
RS;4319604;São Sepé;3;3;3;3;1;
RS;4319703;São Valentim;2;2;2;2;3;
RS;4319711;São Valentim do Sul;2;2;2;2;1;
RS;4319737;São Valério do Sul;2;2;2;2;2;
RS;4319752;São Vendelino;2;2;3;;2;
RS;4319802;São Vicente do Sul;4;3;3;;2;
RS;4319901;Sapiranga;6;2;2;4;7;
RS;4320008;Sapucaia do Sul;6;3;5;5;5;
RS;4320107;Sarandi;2;1;2;2;2;
RS;4320206;Seberi;2;2;2;2;3;
RS;4320230;Sede Nova;2;2;2;2;2;
RS;4320263;Segredo;2;2;2;2;1;
RS;4320305;Selbach;2;2;2;2;3;
RS;4320321;Senador Salgado Filho;2;2;2;2;2;
RS;4320354;Sentinela do Sul;2;2;3;3;2;
RS;4320404;Serafina Corrêa;2;3;2;2;2;
RS;4320453;Sério;2;2;2;2;2;
RS;4320503;Sertão;2;2;2;2;3;
RS;4320552;Sertão Santana;2;2;2;2;2;
RS;4320578;Sete de Setembro;2;2;2;2;2;
RS;4320602;Severiano de Almeida;2;2;2;2;1;
RS;4320651;Silveira Martins;3;2;2;2;2;
RS;4320677;Sinimbu;4;3;3;3;3;
RS;4320701;Sobradinho;2;2;;2;3;
RS;4320800;Soledade;2;3;2;4;3;
RS;4320859;Tabaí;3;2;3;3;4;
RS;4320909;Tapejara;2;2;2;3;2;
RS;4321006;Tapera;3;2;2;2;3;
RS;4321105;Tapes;3;2;3;4;3;
RS;4321204;Taquara;4;2;3;3;4;
RS;4321303;Taquari;4;4;3;3;2;
RS;4321329;Taquaruçu do Sul;2;1;1;3;3;
RS;4321352;Tavares;4;3;2;;2;
RS;4321402;Tenente Portela;2;3;2;4;2;
RS;4321436;Terra de Areia;2;2;3;2;2;
RS;4321451;Teutônia;3;1;2;3;3;
RS;4321469;Tio Hugo;2;2;2;1;2;
RS;4321477;Tiradentes do Sul;2;2;2;;2;
RS;4321493;Toropi;2;2;2;2;2;
RS;4321501;Torres;5;3;3;4;5;
RS;4321600;Tramandaí;2;4;4;2;4;
RS;4321626;Travesseiro;1;2;2;2;2;
RS;4321634;Três Arroios;2;2;2;2;1;
RS;4321667;Três Cachoeiras;3;2;2;2;2;
RS;4321709;Três Coroas;2;2;3;4;5;
RS;4321808;Três de Maio;4;3;2;2;2;
RS;4321832;Três Forquilhas;2;2;4;2;2;
RS;4321857;Três Palmeiras;2;1;2;2;2;
RS;4321907;Três Passos;3;2;3;2;4;
RS;4321956;Trindade do Sul;2;1;2;2;2;
RS;4322004;Triunfo;4;3;4;3;6;
RS;4322103;Tucunduva;2;2;2;3;3;
RS;4322152;Tunas;2;2;2;2;2;
RS;4322186;Tupanci do Sul;1;2;2;3;2;
RS;4322202;Tupanciretã;3;2;3;;3;
RS;4322251;Tupandi;2;2;3;2;2;
RS;4322301;Tuparendi;1;2;2;2;1;
RS;4322327;Turuçu;3;2;3;4;3;
RS;4322343;Ubiretama;2;2;2;3;3;
RS;4322350;União da Serra;2;2;2;2;3;
RS;4322376;Unistalda;2;2;2;3;2;
RS;4322400;Uruguaiana;5;4;5;;6;
RS;4322509;Vacaria;2;3;2;4;4;
RS;4322525;Vale Verde;3;2;2;;2;
RS;4322533;Vale do Sol;3;2;2;2;2;
RS;4322541;Vale Real;2;2;2;2;2;
RS;4322558;Vanini;2;2;2;2;2;
RS;4322608;Venâncio Aires;3;3;2;4;2;
RS;4322707;Vera Cruz;2;2;3;3;4;
RS;4322806;Veranópolis;2;1;3;2;1;
RS;4322855;Vespasiano Correa;2;2;2;2;2;
RS;4322905;Viadutos;3;2;2;2;2;
RS;4323002;Viamão;4;6;4;6;7;
RS;4323101;Vicente Dutra;2;2;2;2;2;
RS;4323200;Victor Graeff;2;2;2;2;2;
RS;4323309;Vila Flores;2;1;2;2;2;
RS;4323358;Vila Lângaro;2;2;1;2;2;
RS;4323408;Vila Maria;1;2;2;2;2;
RS;4323457;Vila Nova do Sul;2;3;2;2;1;
RS;4323507;Vista Alegre;3;2;2;2;2;
RS;4323606;Vista Alegre do Prata;2;2;2;2;2;
RS;4323705;Vista Gaúcha;2;2;2;1;2;
RS;4323754;Vitória das Missões;2;2;2;;2;
RS;4323770;Westfalia;2;2;1;1;2;
RS;4323804;Xangri-lá;5;3;3;3;3;
RS;4399919;Santa Cristina do Pinhal;;;;;;
RS;4399929;Santa Izabel;;;;;;
SC;4200051;Abdon Batista;2;2;1;2;2;
SC;4200101;Abelardo Luz;2;4;4;;4;
SC;4200200;Agrolândia;3;2;2;2;6;
SC;4200309;Agronômica;3;2;3;2;3;
SC;4200408;Água Doce;3;2;2;3;3;
SC;4200507;Águas de Chapecó;2;2;3;2;2;
SC;4200556;Águas Frias;2;1;1;2;2;
SC;4200606;Águas Mornas;2;2;3;2;3;
SC;4200705;Alfredo Wagner;3;3;3;2;2;
SC;4200754;Alto Bela Vista;2;2;3;2;2;
SC;4200804;Anchieta;2;2;2;2;3;
SC;4200903;Angelina;2;2;3;2;3;
SC;4201000;Anita Garibaldi;2;3;2;2;4;
SC;4201109;Anitápolis;3;2;2;2;2;
SC;4201208;Antônio Carlos;3;2;2;2;2;
SC;4201257;Apiúna;2;3;3;2;3;
SC;4201273;Arabutã;3;2;3;2;3;
SC;4201307;Araquari;2;2;3;2;2;
SC;4201406;Araranguá;3;2;5;4;5;
SC;4201505;Armazém;3;2;2;2;2;
SC;4201604;Arroio Trinta;1;2;3;2;2;
SC;4201653;Arvoredo;2;2;2;2;3;
SC;4201703;Ascurra;4;5;3;3;3;
SC;4201802;Atalanta;2;2;2;2;2;
SC;4201901;Aurora;2;3;2;2;2;
SC;4201950;Balneário Arroio do Silva;4;4;4;2;3;
SC;4202008;Balneário Camboriú;2;3;2;4;6;
SC;4202057;Balneário Barra do Sul;4;2;3;3;5;
SC;4202073;Balneário Gaivota;2;3;3;2;5;
SC;4202081;Bandeirante;2;2;2;2;3;
SC;4202099;Barra Bonita;2;2;3;2;1;
SC;4202107;Barra Velha;5;3;3;4;3;
SC;4202131;Bela Vista do Toldo;3;2;2;3;2;
SC;4202156;Belmonte;2;2;3;2;3;
SC;4202206;Benedito Novo;3;2;4;2;2;
SC;4202305;Biguaçu;4;2;3;3;6;
SC;4202404;Blumenau;6;5;5;5;12;
SC;4202438;Bocaina do Sul;2;3;2;2;2;
SC;4202453;Bombinhas;3;5;5;2;3;
SC;4202503;Bom Jardim da Serra;1;2;2;2;4;
SC;4202537;Bom Jesus;2;2;2;2;3;
SC;4202578;Bom Jesus do Oeste;3;2;2;2;2;
SC;4202602;Bom Retiro;3;3;3;2;3;
SC;4202701;Botuverá;2;2;2;2;2;
SC;4202800;Braço do Norte;3;3;2;2;2;
SC;4202859;Braço do Trombudo;1;2;2;2;4;
SC;4202875;Brunópolis;2;2;3;2;2;
SC;4202909;Brusque;3;3;;7;5;
SC;4203006;Caçador;3;3;4;4;4;
SC;4203105;Caibi;2;1;1;1;2;
SC;4203154;Calmon;2;2;2;2;3;
SC;4203204;Camboriú;4;3;5;3;4;
SC;4203253;Capão Alto;1;2;3;2;2;
SC;4203303;Campo Alegre;2;2;3;2;3;
SC;4203402;Campo Belo do Sul;3;3;2;2;4;
SC;4203501;Campo Erê;2;2;;3;4;
SC;4203600;Campos Novos;3;3;2;2;2;
SC;4203709;Canelinha;3;3;2;2;3;
SC;4203808;Canoinhas;4;3;2;2;3;
SC;4203907;Capinzal;2;3;2;2;3;
SC;4203956;Capivari de Baixo;3;3;2;;4;
SC;4204004;Catanduvas;3;2;4;2;4;
SC;4204103;Caxambu do Sul;2;2;2;2;2;
SC;4204152;Celso Ramos;2;2;3;2;2;
SC;4204178;Cerro Negro;2;2;3;2;2;
SC;4204194;Chapadão do Lageado;2;2;2;2;2;
SC;4204202;Chapecó;3;4;3;3;7;
SC;4204251;Cocal do Sul;2;2;4;2;3;
SC;4204301;Concórdia;3;3;4;3;4;
SC;4204350;Cordilheira Alta;2;2;3;1;2;
SC;4204400;Coronel Freitas;2;3;2;2;2;
SC;4204459;Coronel Martins;2;2;2;3;2;
SC;4204509;Corupá;3;2;2;2;3;
SC;4204558;Correia Pinto;4;3;4;2;3;
SC;4204608;Criciúma;6;4;;4;7;
SC;4204707;Cunha Porã;3;2;3;2;3;
SC;4204756;Cunhataí;3;2;3;2;2;
SC;4204806;Curitibanos;3;3;3;2;3;
SC;4204905;Descanso;3;3;2;2;3;
SC;4205001;Dionísio Cerqueira;2;2;2;2;2;
SC;4205100;Dona Emma;2;2;2;2;3;
SC;4205159;Doutor Pedrinho;2;3;2;2;2;
SC;4205175;Entre Rios;2;1;2;2;3;
SC;4205191;Ermo;2;2;4;2;2;
SC;4205209;Erval Velho;2;3;3;3;2;
SC;4205308;Faxinal dos Guedes;2;2;4;2;4;
SC;4205357;Flor do Sertão;2;2;3;2;2;
SC;4205407;Florianópolis;8;7;7;7;10;
SC;4205431;Formosa do Sul;3;2;2;2;3;
SC;4205456;Forquilhinha;3;2;3;2;5;
SC;4205506;Fraiburgo;3;3;3;4;5;
SC;4205555;Frei Rogério;2;2;2;2;3;
SC;4205605;Galvão;3;2;2;3;2;
SC;4205704;Garopaba;3;2;4;3;6;
SC;4205803;Garuva;3;2;5;3;3;
SC;4205902;Gaspar;3;5;5;4;5;
SC;4206009;Governador Celso Ramos;2;4;2;3;2;
SC;4206108;Grão Pará;2;2;3;2;2;
SC;4206207;Gravatal;2;2;2;4;4;
SC;4206306;Guabiruba;3;2;2;3;3;
SC;4206405;Guaraciaba;2;2;3;2;3;
SC;4206504;Guaramirim;3;3;3;;3;
SC;4206603;Guarujá do Sul;3;2;2;3;2;
SC;4206652;Guatambú;2;2;3;3;3;
SC;4206702;Herval d'Oeste;4;2;4;3;5;
SC;4206751;Ibiam;2;3;2;4;2;
SC;4206801;Ibicaré;3;2;2;2;2;
SC;4206900;Ibirama;3;2;4;4;2;
SC;4207007;Içara;3;2;3;3;3;
SC;4207106;Ilhota;4;3;3;2;2;
SC;4207205;Imaruí;2;2;3;;8;
SC;4207304;Imbituba;;2;4;2;5;
SC;4207403;Imbuia;2;3;2;2;2;
SC;4207502;Indaial;4;4;2;4;4;
SC;4207577;Iomerê;2;2;3;2;2;
SC;4207601;Ipira;2;2;1;2;2;
SC;4207650;Iporã do Oeste;2;2;2;3;2;
SC;4207684;Ipuaçu;2;2;3;2;2;
SC;4207700;Ipumirim;2;2;2;3;2;
SC;4207759;Iraceminha;2;2;3;2;2;
SC;4207809;Irani;2;2;4;3;3;
SC;4207858;Irati;2;2;3;2;2;
SC;4207908;Irineópolis;4;2;3;2;2;
SC;4208005;Itá;2;2;2;3;2;
SC;4208104;Itaiópolis;2;5;3;;3;
SC;4208203;Itajaí;3;3;3;3;5;
SC;4208302;Itapema;4;5;7;4;4;
SC;4208401;Itapiranga;2;2;2;2;2;
SC;4208450;Itapoá;4;4;4;2;6;
SC;4208500;Ituporanga;2;3;2;2;2;
SC;4208609;Jaborá;2;2;3;2;3;
SC;4208708;Jacinto Machado;3;2;2;2;2;
SC;4208807;Jaguaruna;2;3;2;2;5;
SC;4208906;Jaraguá do Sul;3;4;4;4;2;
SC;4208955;Jardinópolis;2;1;1;2;2;
SC;4209003;Joaçaba;3;3;3;4;4;
SC;4209102;Joinville;5;7;;8;15;
SC;4209151;José Boiteux;2;2;3;4;2;
SC;4209177;Jupiá;3;1;2;2;3;
SC;4209201;Lacerdópolis;2;2;2;3;2;
SC;4209300;Lages;3;3;;3;6;
SC;4209409;Laguna;2;3;;5;5;
SC;4209458;Lajeado Grande;2;2;3;2;3;
SC;4209508;Laurentino;2;2;2;3;2;
SC;4209607;Lauro Muller;4;2;3;2;3;
SC;4209706;Lebon Régis;2;3;3;2;2;
SC;4209805;Leoberto Leal;2;2;2;3;2;
SC;4209854;Lindóia do Sul;4;2;2;2;3;
SC;4209904;Lontras;3;3;3;3;2;
SC;4210001;Luiz Alves;2;2;3;2;2;
SC;4210035;Luzerna;2;2;3;2;2;
SC;4210050;Macieira;3;2;2;2;3;
SC;4210100;Mafra;4;2;4;2;7;
SC;4210209;Major Gercino;2;3;2;2;2;
SC;4210308;Major Vieira;2;2;;3;3;
SC;4210407;Maracajá;3;2;2;3;2;
SC;4210506;Maravilha;2;2;2;4;2;
SC;4210555;Marema;2;3;2;2;2;
SC;4210605;Massaranduba;3;3;2;2;3;
SC;4210704;Matos Costa;2;3;2;2;2;
SC;4210803;Meleiro;3;2;2;3;3;
SC;4210852;Mirim Doce;2;3;2;2;2;
SC;4210902;Modelo;3;2;3;2;2;
SC;4211009;Mondaí;2;2;3;2;2;
SC;4211058;Monte Carlo;2;2;2;3;2;
SC;4211108;Monte Castelo;2;2;2;2;3;
SC;4211207;Morro da Fumaça;2;1;3;3;2;
SC;4211256;Morro Grande;2;2;3;2;1;
SC;4211306;Navegantes;3;3;2;3;8;
SC;4211405;Nova Erechim;2;2;3;2;3;
SC;4211454;Nova Itaberaba;2;2;3;2;3;
SC;4211504;Nova Trento;4;2;4;2;3;
SC;4211603;Nova Veneza;3;2;2;3;2;
SC;4211652;Novo Horizonte;2;2;2;2;3;
SC;4211702;Orleans;3;2;4;3;3;
SC;4211751;Otacílio Costa;2;2;4;2;2;
SC;4211801;Ouro;2;2;2;3;1;
SC;4211850;Ouro Verde;2;1;2;2;3;
SC;4211876;Paial;2;2;2;2;3;
SC;4211892;Painel;3;2;4;3;3;
SC;4211900;Palhoça;3;4;;6;7;
SC;4212007;Palma Sola;2;1;4;2;3;
SC;4212056;Palmeira;2;2;3;2;3;
SC;4212106;Palmitos;2;2;3;3;1;
SC;4212205;Papanduva;3;3;2;2;3;
SC;4212239;Paraíso;2;2;2;3;2;
SC;4212254;Passo de Torres;3;2;2;3;3;
SC;4212270;Passos Maia;1;2;2;2;2;
SC;4212304;Paulo Lopes;3;3;2;2;3;
SC;4212403;Pedras Grandes;2;3;2;2;2;
SC;4212502;Penha;4;3;2;3;5;
SC;4212601;Peritiba;2;2;3;2;3;
SC;4212650;Pescaria Brava;;;;;;
SC;4212700;Petrolândia;2;2;2;2;1;
SC;4212809;Piçarras;4;3;2;4;3;
SC;4212908;Pinhalzinho;2;2;2;3;3;
SC;4213005;Pinheiro Preto;2;2;3;2;3;
SC;4213104;Piratuba;2;2;2;2;2;
SC;4213153;Planalto Alegre;2;3;2;1;3;
SC;4213203;Pomerode;3;3;3;2;5;
SC;4213302;Ponte Alta;3;1;3;5;;
SC;4213351;Ponte Alta do Norte;3;3;2;2;2;
SC;4213401;Ponte Serrada;3;3;;;3;
SC;4213500;Porto Belo;4;3;4;3;2;
SC;4213609;Porto União;2;2;3;3;4;
SC;4213708;Pouso Redondo;3;2;2;2;2;
SC;4213807;Praia Grande;2;4;2;2;2;
SC;4213906;Presidente Castelo Branco;2;2;2;2;2;
SC;4214003;Presidente Getúlio;2;2;2;2;3;
SC;4214102;Presidente Nereu;2;3;2;2;2;
SC;4214151;Princesa;2;2;2;2;2;
SC;4214201;Quilombo;3;2;4;2;2;
SC;4214300;Rancho Queimado;2;2;4;2;2;
SC;4214409;Rio das Antas;2;2;1;2;3;
SC;4214508;Rio do Campo;3;2;2;2;2;
SC;4214607;Rio do Oeste;3;2;3;2;2;
SC;4214706;Rio dos Cedros;3;2;3;3;3;
SC;4214805;Rio do Sul;2;1;3;3;5;
SC;4214904;Rio Fortuna;2;2;2;2;2;
SC;4215000;Rio Negrinho;3;3;3;3;4;
SC;4215059;Rio Rufino;2;3;2;2;3;
SC;4215075;Riqueza;3;2;2;2;2;
SC;4215109;Rodeio;4;3;3;2;2;
SC;4215208;Romelândia;2;2;3;3;4;
SC;4215307;Salete;3;2;3;3;2;
SC;4215356;Saltinho;2;2;3;2;2;
SC;4215406;Salto Veloso;1;2;3;1;2;
SC;4215455;Sangão;3;2;2;2;3;
SC;4215505;Santa Cecília;3;3;3;2;3;
SC;4215554;Santa Helena;2;2;2;2;3;
SC;4215604;Santa Rosa de Lima;2;2;3;2;2;
SC;4215653;Santa Rosa do Sul;3;2;3;2;2;
SC;4215679;Santa Terezinha;3;2;4;2;3;
SC;4215687;Santa Terezinha do Progresso;3;2;2;3;2;
SC;4215695;Santiago do Sul;1;1;2;2;2;
SC;4215703;Santo Amaro da Imperatriz;3;3;3;5;4;
SC;4215752;São Bernardino;2;2;3;3;3;
SC;4215802;São Bento do Sul;3;4;5;4;6;
SC;4215901;São Bonifácio;2;3;3;2;2;
SC;4216008;São Carlos;3;2;3;2;3;
SC;4216057;São Cristovão do Sul;2;2;3;3;2;
SC;4216107;São Domingos;3;2;2;3;3;
SC;4216206;São Francisco do Sul;4;4;3;4;6;
SC;4216255;São João do Oeste;2;2;2;2;2;
SC;4216305;São João Batista;3;2;2;2;5;
SC;4216354;São João do Itaperiú;3;2;3;2;2;
SC;4216404;São João do Sul;2;2;2;2;2;
SC;4216503;São Joaquim;3;3;4;2;3;
SC;4216602;São José;4;5;5;6;9;
SC;4216701;São José do Cedro;2;3;3;2;2;
SC;4216800;São José do Cerrito;2;3;4;2;2;
SC;4216909;São Lourenço do Oeste;2;2;2;3;2;
SC;4217006;São Ludgero;3;2;4;2;2;
SC;4217105;São Martinho;1;2;3;2;2;
SC;4217154;São Miguel da Boa Vista;2;2;1;3;2;
SC;4217204;São Miguel do Oeste;3;3;2;4;3;
SC;4217253;São Pedro de Alcântara;2;2;;3;4;
SC;4217303;Saudades;2;2;2;2;2;
SC;4217402;Schroeder;3;2;2;3;6;
SC;4217501;Seara;2;3;3;2;2;
SC;4217550;Serra Alta;3;2;3;2;2;
SC;4217600;Siderópolis;2;2;2;3;4;
SC;4217709;Sombrio;2;3;3;2;3;
SC;4217758;Sul Brasil;2;2;2;2;2;
SC;4217808;Taió;2;3;2;2;5;
SC;4217907;Tangará;3;2;;3;2;
SC;4217956;Tigrinhos;2;1;3;1;2;
SC;4218004;Tijucas;3;3;2;2;5;
SC;4218103;Timbé do Sul;2;2;2;2;2;
SC;4218202;Timbó;3;3;4;2;4;
SC;4218251;Timbó Grande;4;3;3;3;3;
SC;4218301;Três Barras;3;3;4;2;6;
SC;4218350;Treviso;2;2;2;2;2;
SC;4218400;Treze de Maio;3;3;;2;3;
SC;4218509;Treze Tílias;2;2;2;2;2;
SC;4218608;Trombudo Central;2;3;3;2;3;
SC;4218707;Tubarão;3;3;5;4;5;
SC;4218756;Tunápolis;2;2;3;2;2;
SC;4218806;Turvo;2;2;2;2;3;
SC;4218855;União do Oeste;2;2;3;2;2;
SC;4218905;Urubici;2;3;4;2;2;
SC;4218954;Urupema;2;2;3;2;2;
SC;4219002;Urussanga;4;3;2;3;3;
SC;4219101;Vargeão;2;3;1;2;2;
SC;4219150;Vargem;4;4;2;2;2;
SC;4219176;Vargem Bonita;2;2;2;2;2;
SC;4219200;Vidal Ramos;2;2;3;2;2;
SC;4219309;Videira;2;3;2;2;2;
SC;4219358;Vitor Meireles;3;2;2;2;3;
SC;4219408;Witmarsum;2;2;2;2;3;
SC;4219507;Xanxerê;4;2;3;3;6;
SC;4219606;Xavantina;2;2;2;2;2;
SC;4219705;Xaxim;4;2;3;3;4;
SC;4219853;Zortéa;2;2;2;2;3;
SC;4220000;Balneário Rincão;;;;;;
SC;4299919;São Miguel;;;;;;
SE;2800100;Amparo de São Francisco;3;3;2;3;3;
SE;2800209;Aquidabã;3;3;4;4;3;
SE;2800308;Aracaju;6;5;;;11;
SE;2800407;Arauá;3;2;3;2;2;
SE;2800506;Areia Branca;4;3;6;;3;
SE;2800605;Barra dos Coqueiros;4;3;3;5;4;
SE;2800670;Boquim;3;2;4;2;3;
SE;2800704;Brejo Grande;2;4;;3;2;
SE;2801009;Campo do Brito;2;4;2;;3;
SE;2801108;Canhoba;2;2;3;4;2;
SE;2801207;Canindé de São Francisco;3;2;2;2;5;
SE;2801306;Capela;5;2;2;3;5;
SE;2801405;Carira;3;2;4;3;2;
SE;2801504;Carmópolis;2;4;3;;4;
SE;2801603;Cedro de São João;2;3;2;2;1;
SE;2801702;Cristinápolis;2;3;4;2;4;
SE;2801900;Cumbe;2;2;4;2;2;
SE;2802007;Divina Pastora;3;3;2;3;2;
SE;2802106;Estância;4;4;4;4;5;
SE;2802205;Feira Nova;2;2;3;2;2;
SE;2802304;Frei Paulo;;4;3;2;2;
SE;2802403;Gararu;2;2;2;4;3;
SE;2802502;General Maynard;2;2;3;3;2;
SE;2802601;Gracho Cardoso;3;2;2;2;2;
SE;2802700;Ilha das Flores;2;2;2;2;2;
SE;2802809;Indiaroba;2;2;3;2;4;
SE;2802908;Itabaiana;4;2;2;2;5;
SE;2803005;Itabaianinha;2;3;3;4;2;
SE;2803104;Itabi;2;2;4;3;2;
SE;2803203;Itaporanga d'Ajuda;3;2;3;2;6;
SE;2803302;Japaratuba;2;3;3;4;3;
SE;2803401;Japoatã;3;4;4;;4;
SE;2803500;Lagarto;3;2;4;;5;
SE;2803609;Laranjeiras;3;3;4;;6;
